mode,group_id,tier_tag,curve_label_raw,plot_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_center,xsec,xsec_err,rel_xsec_err,n_sim,flag_bits,valid_default,is_plotted,plot_drop_reason,is_used_in_fit,fit_excl_reason,fit_tier,valid_fit_default,y_fit,residual,pull,attempts,note
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0.19635,0.0010735,0.000583904,0.543925,60,256,0,0,VALID_DEFAULT0,0,,2,1,0.0079605,-0.006887,-11.7947,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.589049,0.00232804,0.00109195,0.469043,45,2,0,0,VALID_DEFAULT0,0,,2,1,0.00716747,-0.00483943,-4.43192,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.981748,0.000942229,0.000649812,0.689654,83,256,0,0,VALID_DEFAULT0,0,,2,1,0.00586753,-0.0049253,-7.57957,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.37445,0.00415592,0.0012029,0.289442,110,0,1,1,,1,FIT_INCLUDED,2,1,0.00449245,-0.000336527,-0.279763,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.76715,0.00346927,0.00047118,0.135815,547,0,1,1,,1,FIT_INCLUDED,2,1,0.00341697,5.22961e-05,0.11099,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,2.15984,0.00294154,0.000244825,0.0832302,1384,0,1,1,,1,FIT_INCLUDED,2,1,0.00280484,0.0001367,0.558358,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.55254,0.00258127,0.000171514,0.0664457,2103,0,1,1,,1,FIT_INCLUDED,2,1,0.00258383,-2.55848e-06,-0.0149171,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.94524,0.00265003,0.000163366,0.0616468,2370,0,1,1,,1,FIT_INCLUDED,2,1,0.00255372,9.63074e-05,0.589519,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.33794,0.00248851,0.000165544,0.0665234,2293,0,1,1,,1,FIT_INCLUDED,2,1,0.00255372,-6.52126e-05,-0.393929,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.73064,0.00247965,0.000186219,0.0750992,2059,0,1,1,,1,FIT_INCLUDED,2,1,0.00258383,-0.000104177,-0.559434,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,10,0,0.1,0.05,0,1,0.5,4.12334,0.00285663,0.000228366,0.0799423,1476,0,1,1,,1,FIT_INCLUDED,2,1,0.00280483,5.17952e-05,0.226808,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,11,0,0.1,0.05,0,1,0.5,4.51604,0.00301863,0.000435749,0.144353,551,0,1,1,,1,FIT_INCLUDED,2,1,0.00341698,-0.000398354,-0.914182,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,12,0,0.1,0.05,0,1,0.5,4.90874,0.00522191,0.00103111,0.197459,141,0,1,1,,1,FIT_INCLUDED,2,1,0.00449246,0.000729448,0.707439,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,13,0,0.1,0.05,0,1,0.5,5.30144,0.00126589,0.00104939,0.828975,82,256,0,0,VALID_DEFAULT0,0,,2,1,0.00586754,-0.00460165,-4.38507,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,14,0,0.1,0.05,0,1,0.5,5.69414,0.000820119,0.000946547,1.15416,54,258,0,0,VALID_DEFAULT0,0,,2,1,0.00716748,-0.00634736,-6.70581,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,15,0,0.1,0.05,0,1,0.5,6.08684,0.00179643,0.000843095,0.469317,49,2,0,0,VALID_DEFAULT0,0,,2,1,0.0079605,-0.00616407,-7.31124,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,0,0.1,0.2,0.15,0,1,0.5,0.19635,0.00061107,0.00078575,1.28586,18,258,0,0,VALID_DEFAULT0,0,,2,1,0.00674103,-0.00612996,-7.80141,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,1,0.1,0.2,0.15,0,1,0.5,0.589049,0.000228876,0.000466839,2.0397,28,258,0,0,VALID_DEFAULT0,0,,2,1,0.0061728,-0.00594392,-12.7323,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,2,0.1,0.2,0.15,0,1,0.5,0.981748,0.00165442,0.000824438,0.498323,61,2,0,0,VALID_DEFAULT0,0,,2,1,0.00522593,-0.00357151,-4.33206,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,3,0.1,0.2,0.15,0,1,0.5,1.37445,0.00501498,0.00148661,0.296433,94,0,1,1,,1,FIT_INCLUDED,2,1,0.00419036,0.000824617,0.554696,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,4,0.1,0.2,0.15,0,1,0.5,1.76715,0.00393248,0.00046779,0.118956,549,0,1,1,,1,FIT_INCLUDED,2,1,0.00332685,0.000605629,1.29466,t2:ok_or_best,
