setting,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD_MeV,muD_err_MeV,sigD_MeV,sigD_err_MeV,statusD,chi2D,ndfD,muS_MeV,muS_err_MeV,sigS_MeV,sigS_err_MeV,statusS,chi2S,ndfS,offset_MeV,offset_err_MeV,fit_valid
A,0,full,-10.000000,20.000000,Pmy,-0.022723,0.034565,1413657.000000,2340.326362,604.042677,1691579.000000,856935.000000,6.146259,0.008335,9.727141,0.007614,0,21110.160066,7,-0.666900,0.007331,6.435770,0.005585,0,550.598984,5,6.813159,0.011100,1
A,1,b1,-2.000000,-1.000000,W,0.899557,1.003428,169738.000000,310.087311,547.387765,242192.000000,179802.000000,948.022611,0.061751,22.032416,0.063290,0,6878.445634,12,946.810249,0.047144,15.666994,0.042069,0,7256.204030,10,1.212362,0.077690,1
A,1,b1,-2.000000,-1.000000,Em,-0.000571,0.026465,123183.000000,262.352328,469.532712,242192.000000,179802.000000,11.865916,0.017564,5.296364,0.016701,0,4369.843585,10,6.081459,0.011091,3.366591,0.008759,0,5735.223968,8,5.784457,0.020773,1
A,1,b1,-2.000000,-1.000000,Pmz,-0.057324,0.019203,161658.000000,323.627779,499.518306,242192.000000,179802.000000,-12.682230,0.033200,9.616018,0.032808,0,26970.840449,10,-5.991220,0.021031,6.735719,0.016346,0,15163.289222,7,-6.691010,0.039301,1
A,1,b1,-2.000000,-1.000000,Pmy,-0.024268,0.032230,203191.000000,389.133043,522.163315,242192.000000,179802.000000,3.915848,0.019760,8.667394,0.018223,0,3283.267864,6,-0.182658,0.014859,6.103960,0.010890,0,99.666043,5,4.098506,0.024724,1
A,2,b2,-1.000000,0.000000,W,0.901764,1.000893,304718.000000,520.091951,585.892551,374854.000000,219204.000000,948.457644,0.042206,20.756211,0.040042,0,5806.359423,11,945.771068,0.035329,13.854064,0.029037,0,6687.691347,9,2.686577,0.055041,1
A,2,b2,-1.000000,0.000000,Em,-0.000658,0.026158,256217.000000,454.379284,563.883542,374854.000000,219204.000000,11.753853,0.012889,5.535570,0.012382,0,9132.114118,10,5.758031,0.008837,3.233229,0.007451,0,8571.657510,8,5.995822,0.015628,1
A,2,b2,-1.000000,0.000000,Pmz,-0.050673,0.018157,309138.000000,528.673507,584.742749,374854.000000,219204.000000,-11.586563,0.020442,9.194574,0.019753,0,27998.527452,8,-5.378583,0.015809,5.895003,0.010833,0,16201.327104,6,-6.207980,0.025842,1
A,2,b2,-1.000000,0.000000,Pmy,-0.019427,0.030106,336647.000000,577.374869,583.064865,374854.000000,219204.000000,5.432859,0.015144,8.512218,0.013152,0,2003.090755,5,-0.575335,0.013249,6.098147,0.009778,0,87.434134,5,6.008194,0.020122,1
A,3,b3,0.000000,1.000000,W,0.908281,1.003073,355897.000000,557.315271,638.591868,409800.000000,175095.000000,953.718724,0.035943,19.946846,0.034656,0,5820.126790,11,945.018908,0.034195,12.787223,0.031757,0,3538.708618,7,8.699816,0.049610,1
A,3,b3,0.000000,1.000000,Em,0.000511,0.028363,314104.000000,491.287532,639.348609,409800.000000,175095.000000,13.845953,0.013843,6.343910,0.012558,0,9730.299666,11,5.496968,0.009850,3.337621,0.008088,0,4182.005515,7,8.348986,0.016990,1
A,3,b3,0.000000,1.000000,Pmz,-0.047110,0.017374,360213.000000,557.342195,646.304915,409800.000000,175095.000000,-11.681819,0.018852,9.750543,0.017639,0,23984.543439,8,-4.985594,0.016848,5.784685,0.011383,0,8897.705882,5,-6.696225,0.025283,1
A,3,b3,0.000000,1.000000,Pmy,-0.018034,0.031366,370531.000000,575.944140,643.345377,409800.000000,175095.000000,6.591581,0.015570,9.076503,0.013565,0,1472.947487,5,-1.068841,0.015347,6.359525,0.011402,0,100.446116,5,7.660422,0.021862,1
A,4,b4,1.000000,2.000000,W,0.920920,0.997846,250050.000000,319.866045,781.733492,273398.000000,78291.000000,958.352767,0.033400,15.684948,0.030783,0,1781.609711,8,943.663049,0.045917,11.754029,0.039102,0,99.797343,5,14.689718,0.056780,1
A,4,b4,1.000000,2.000000,Em,0.004746,0.032659,233026.000000,217.603524,1070.874203,273398.000000,78291.000000,18.167410,0.014654,6.236379,0.013395,0,2427.988967,11,5.594163,0.014707,3.667972,0.012471,0,950.137338,7,12.573246,0.020761,1
A,4,b4,1.000000,2.000000,Pmz,-0.040576,0.012466,251730.000000,321.602433,782.736616,273398.000000,78291.000000,-12.439354,0.018032,8.227969,0.016789,0,10847.860603,6,-4.807267,0.021897,5.565627,0.015965,0,2549.930772,5,-7.632087,0.028366,1
A,4,b4,1.000000,2.000000,Pmy,-0.015481,0.033908,246417.000000,320.022342,769.999365,273398.000000,78291.000000,9.294164,0.019439,9.448897,0.016788,0,1452.215764,6,-0.415402,0.025459,7.047565,0.019594,0,86.895821,5,9.709565,0.032031,1
A,5,b5,2.000000,3.000000,W,0.923979,0.993803,16145.000000,2.398879,6730.226171,18467.000000,522.000000,958.901324,0.115082,13.837940,0.102775,0,102.239545,7,939.477192,0.463748,9.417335,0.383979,0,23.066409,4,19.424132,0.477814,1
A,5,b5,2.000000,3.000000,Em,0.008168,0.032370,15483.000000,0.133645,115851.312024,18467.000000,522.000000,20.567734,0.045932,5.255066,0.042908,0,45.475014,9,2.319633,0.218610,3.982249,0.220574,0,8.439996,4,18.248101,0.223383,1
A,5,b5,2.000000,3.000000,Pmz,-0.039601,0.013806,16111.000000,2.530692,6366.243521,18467.000000,522.000000,-13.523585,0.061848,7.676052,0.057980,0,410.883274,6,-2.945941,0.290989,6.202008,0.241641,0,3.477575,2,-10.577644,0.297489,1
A,5,b5,2.000000,3.000000,Pmy,-0.014647,0.042338,15297.000000,2.530692,6044.592337,18467.000000,522.000000,14.258184,0.089910,10.552469,0.078392,0,42.367804,6,1.547055,0.372976,8.020967,0.329601,0,22.645667,4,12.711130,0.383660,1
B,0,full,-10.000000,20.000000,W,0.904942,1.019318,42523.000000,12.220491,3479.647510,62356.000000,287340.000000,960.925316,0.151936,27.487319,0.157999,0,256.734853,13,946.997688,0.047257,19.260039,0.045877,0,1343.438221,9,13.927628,0.159115,1
B,0,full,-10.000000,20.000000,Em,-0.011878,0.020919,35212.000000,10.238037,3439.331136,62356.000000,287340.000000,4.605004,0.060618,8.721207,0.061397,0,634.887889,13,5.943539,0.010493,3.842368,0.009335,0,6657.662065,8,-1.338535,0.061519,1
B,0,full,-10.000000,20.000000,Pmz,-0.039624,0.028490,42646.000000,11.635480,3665.168796,62356.000000,287340.000000,-2.494683,0.066826,11.561034,0.062320,0,2770.791152,9,-5.572405,0.015020,5.790498,0.011126,0,17764.704918,6,3.077722,0.068493,1
B,0,full,-10.000000,20.000000,Pmy,-0.022075,0.037640,53629.000000,15.408529,3480.475041,62356.000000,287340.000000,7.562468,0.048483,10.838335,0.042989,0,415.707007,7,-0.772325,0.014375,7.269935,0.011016,0,159.393131,5,8.334793,0.050569,1
B,1,b1,-2.000000,-1.000000,W,0.898078,1.012415,5317.000000,1.580768,3363.555573,7338.000000,41166.000000,953.857084,0.441442,27.953721,0.455850,0,43.582766,13,948.095862,0.123996,20.679611,0.113800,0,470.681872,11,5.761222,0.458526,1
B,1,b1,-2.000000,-1.000000,Em,-0.014811,0.015372,4414.000000,1.233827,3577.487954,7338.000000,41166.000000,0.020780,0.113023,6.692200,0.111433,0,84.794299,12,6.418155,0.022653,3.330381,0.020931,0,1519.199268,7,-6.397375,0.115271,1
B,1,b1,-2.000000,-1.000000,Pmz,-0.037112,0.032228,5378.000000,1.502381,3579.651735,7338.000000,41166.000000,2.039937,0.160741,9.845653,0.146453,0,397.639506,8,-6.201750,0.037621,5.749489,0.026031,0,3542.782006,7,8.241687,0.165084,1
B,1,b1,-2.000000,-1.000000,Pmy,-0.021062,0.034696,6511.000000,1.943007,3350.990952,7338.000000,41166.000000,6.394856,0.123893,9.843867,0.107251,0,58.024382,7,0.106401,0.034299,6.790193,0.026382,0,41.395636,5,6.288455,0.128553,1
B,2,b2,-1.000000,0.000000,W,0.898152,1.009887,5959.000000,1.821153,3272.102048,7946.000000,40056.000000,954.075165,0.412714,27.674193,0.435896,0,68.430512,13,947.878734,0.119371,19.847337,0.117203,0,529.043518,10,6.196431,0.429631,1
B,2,b2,-1.000000,0.000000,Em,-0.012603,0.017812,5170.000000,1.460148,3540.736740,7946.000000,40056.000000,1.810003,0.117976,6.992021,0.120097,0,214.887788,12,6.112073,0.023940,3.393507,0.022482,0,1730.360796,7,-4.302070,0.120380,1
B,2,b2,-1.000000,0.000000,Pmz,-0.038485,0.029087,6169.000000,1.736737,3552.062576,7946.000000,40056.000000,-0.569392,0.152118,9.718545,0.136482,0,457.818007,8,-5.782184,0.036332,5.633601,0.028033,0,3784.002309,6,5.212792,0.156397,1
B,2,b2,-1.000000,0.000000,Pmy,-0.019428,0.035003,7172.000000,2.122330,3379.305611,7946.000000,40056.000000,7.649732,0.126117,10.253842,0.111413,0,37.105528,6,-0.732583,0.035398,6.949932,0.026981,0,36.811825,5,8.382315,0.130990,1
B,3,b3,0.000000,1.000000,W,0.903579,1.015902,6579.000000,1.997531,3293.566514,8248.000000,36780.000000,957.751484,0.370233,26.446987,0.362019,0,43.374032,13,947.398799,0.113156,18.453789,0.105356,0,210.868642,9,10.352685,0.387139,1
B,3,b3,0.000000,1.000000,Em,-0.010743,0.018663,5662.000000,1.641509,3449.264650,8248.000000,36780.000000,3.193166,0.110721,6.832928,0.113239,0,171.363232,11,5.691580,0.026527,3.561702,0.021296,0,1691.522340,8,-2.498413,0.113854,1
B,3,b3,0.000000,1.000000,Pmz,-0.038566,0.028007,6754.000000,1.895298,3563.556575,8248.000000,36780.000000,-1.676726,0.156807,10.111054,0.142714,0,484.169099,8,-5.275531,0.035908,5.485017,0.027370,0,2777.262202,5,3.598805,0.160866,1
B,3,b3,0.000000,1.000000,Pmy,-0.018543,0.034500,7559.000000,2.195789,3442.497915,8248.000000,36780.000000,7.905776,0.120233,10.014902,0.102596,0,45.182284,6,-1.425737,0.038340,7.234111,0.028932,0,10.770737,5,9.331513,0.126198,1
B,4,b4,1.000000,2.000000,W,0.908653,1.016704,6806.000000,1.955165,3481.035874,8159.000000,30882.000000,961.598436,0.324810,24.599405,0.317719,0,72.672223,13,946.654823,0.113242,17.547865,0.105502,0,255.596469,9,14.943613,0.343985,1
B,4,b4,1.000000,2.000000,Em,-0.008562,0.020561,5889.000000,1.678251,3509.009620,8159.000000,30882.000000,5.369798,0.112680,6.987451,0.112063,0,176.612083,11,5.572152,0.028493,3.988153,0.024751,0,826.650475,8,-0.202354,0.116227,1
B,4,b4,1.000000,2.000000,Pmz,-0.036687,0.025552,6935.000000,1.892755,3663.971876,8159.000000,30882.000000,-2.497732,0.142834,9.170064,0.120914,0,528.085992,7,-5.003463,0.038178,5.531296,0.028249,0,2252.391611,6,2.505731,0.147848,1
B,4,b4,1.000000,2.000000,Pmy,-0.017778,0.035146,7337.000000,2.055191,3569.984893,8159.000000,30882.000000,8.574180,0.120344,10.007691,0.101763,0,24.474055,6,-1.734599,0.042151,7.308287,0.031648,0,9.988705,5,10.308780,0.127513,1
B,5,b5,2.000000,3.000000,W,0.912970,1.019356,6177.000000,1.565305,3946.196062,7027.000000,21174.000000,965.300467,0.336985,23.938862,0.339117,0,51.376517,12,945.896236,0.132599,16.922800,0.120666,0,103.249610,8,19.404231,0.362134,1
B,5,b5,2.000000,3.000000,Em,-0.005925,0.025166,5215.000000,1.414883,3685.816417,7027.000000,21174.000000,9.404754,0.125181,7.653586,0.121970,0,145.480389,13,5.611815,0.035806,4.223746,0.033091,0,564.424148,8,3.792939,0.130201,1
B,5,b5,2.000000,3.000000,Pmz,-0.039965,0.022601,6165.000000,1.535923,4013.874334,7027.000000,21174.000000,-5.206832,0.147049,9.278382,0.133435,0,530.843053,8,-4.982808,0.042835,5.382527,0.030641,0,1059.002905,5,-0.224025,0.153161,1
B,5,b5,2.000000,3.000000,Pmy,-0.016212,0.036321,6306.000000,1.598437,3945.102753,7027.000000,21174.000000,10.262659,0.132643,10.140048,0.114800,0,25.174923,6,-1.192714,0.052213,7.508443,0.040014,0,21.832852,5,11.455373,0.142550,1
